ENSMUSG00000063779	1
ENSMUSG00000026480	1
ENSMUSG00000006589	1
ENSMUSG00000041237	1
ENSMUSG00000041237	1
ENSMUSG00000057691	1
ENSMUSG00000036469	0.999999
ENSMUSG00000036469	0.999999
ENSMUSG00000036469	0.999999
ENSMUSG00000036469	0.999999
ENSMUSG00000036469	0.999999
ENSMUSG00000028339	1
ENSMUSG00000028339	1
ENSMUSG00000028339	1
ENSMUSG00000028339	1
ENSMUSG00000028737	0.999999
ENSMUSG00000028737	0.999999
ENSMUSG00000028737	0.999999
ENSMUSG00000028737	0.999999
ENSMUSG00000028737	0.999999
ENSMUSG00000028737	0.999999
ENSMUSG00000032526	0.999999
ENSMUSG00000032526	0.999999
ENSMUSG00000032526	0.999999
ENSMUSG00000032526	0.999999
ENSMUSG00000032526	0.999999
ENSMUSG00000032526	0.999999
ENSMUSG00000031227	1
ENSMUSG00000031227	1
ENSMUSG00000031227	1
ENSMUSG00000031227	1
ENSMUSG00000022390	0.999999
ENSMUSG00000022390	0.999999
ENSMUSG00000022390	0.999999
ENSMUSG00000022390	0.999999
ENSMUSG00000022390	0.999999
ENSMUSG00000050530	1
ENSMUSG00000050530	1
ENSMUSG00000029054	1
ENSMUSG00000049606	0.999999
ENSMUSG00000049606	0.999999
ENSMUSG00000049606	0.999999
ENSMUSG00000049606	0.999999
ENSMUSG00000049606	0.999999
ENSMUSG00000049606	0.999999
ENSMUSG00000038522	0.999999
ENSMUSG00000038522	0.999999
ENSMUSG00000038522	0.999999
ENSMUSG00000038522	0.999999
ENSMUSG00000038522	0.999999
ENSMUSG00000039585	1
ENSMUSG00000039585	1
ENSMUSG00000039585	1
ENSMUSG00000056899	0.999999
ENSMUSG00000056899	0.999999
ENSMUSG00000056899	0.999999
ENSMUSG00000056899	0.999999
ENSMUSG00000056899	0.999999
ENSMUSG00000056899	0.999999
ENSMUSG00000025139	1
ENSMUSG00000003438	1
ENSMUSG00000003438	1
ENSMUSG00000003438	1
ENSMUSG00000025075	1
ENSMUSG00000026009	1
ENSMUSG00000026009	1
ENSMUSG00000026009	1
ENSMUSG00000026009	1
ENSMUSG00000036242	0.999999
ENSMUSG00000036242	0.999999
ENSMUSG00000036242	0.999999
ENSMUSG00000036242	0.999999
ENSMUSG00000036242	0.999999
ENSMUSG00000036242	0.999999
ENSMUSG00000036242	0.999999
ENSMUSG00000036242	0.999999
ENSMUSG00000072720	1
ENSMUSG00000017167	1
ENSMUSG00000017167	1
ENSMUSG00000017167	1
ENSMUSG00000038181	1
ENSMUSG00000015094	1
ENSMUSG00000015094	1
ENSMUSG00000032396	1
ENSMUSG00000032396	1
ENSMUSG00000066850	1
ENSMUSG00000025858	1
ENSMUSG00000021798	0.999999
ENSMUSG00000021798	0.999999
ENSMUSG00000021798	0.999999
ENSMUSG00000021798	0.999999
ENSMUSG00000021798	0.999999
ENSMUSG00000021798	0.999999
ENSMUSG00000021798	0.999999
ENSMUSG00000021798	0.999999
ENSMUSG00000029134	1
ENSMUSG00000029134	1
ENSMUSG00000029134	1
ENSMUSG00000029134	1
ENSMUSG00000078922	1
ENSMUSG00000054580	0.999999
ENSMUSG00000054580	0.999999
ENSMUSG00000054580	0.999999
ENSMUSG00000054580	0.999999
ENSMUSG00000054580	0.999999
ENSMUSG00000054580	0.999999
ENSMUSG00000023236	1
ENSMUSG00000023236	1
ENSMUSG00000023236	1
ENSMUSG00000023236	1
ENSMUSG00000046295	1
ENSMUSG00000046295	1
ENSMUSG00000046295	1
ENSMUSG00000053846	1
ENSMUSG00000053846	1
ENSMUSG00000025059	0.999999
ENSMUSG00000025059	0.999999
ENSMUSG00000025059	0.999999
ENSMUSG00000025059	0.999999
ENSMUSG00000025059	0.999999
ENSMUSG00000025059	0.999999
ENSMUSG00000025059	0.999999
ENSMUSG00000025059	0.999999
ENSMUSG00000025059	0.999999
ENSMUSG00000025059	0.999999
ENSMUSG00000025059	0.999999
ENSMUSG00000025059	0.999999
ENSMUSG00000059834	1
ENSMUSG00000059834	1
ENSMUSG00000031255	1
ENSMUSG00000055305	1
ENSMUSG00000055305	1
ENSMUSG00000032431	1
ENSMUSG00000031884	1
ENSMUSG00000031884	1
ENSMUSG00000053550	0.999999
ENSMUSG00000053550	0.999999
ENSMUSG00000053550	0.999999
ENSMUSG00000053550	0.999999
ENSMUSG00000053550	0.999999
ENSMUSG00000053550	0.999999
ENSMUSG00000005611	1
ENSMUSG00000005611	1
ENSMUSG00000046733	1
ENSMUSG00000036893	0.999999
ENSMUSG00000036893	0.999999
ENSMUSG00000036893	0.999999
ENSMUSG00000036893	0.999999
ENSMUSG00000036893	0.999999
ENSMUSG00000060735	1
ENSMUSG00000020621	0.999999
ENSMUSG00000020621	0.999999
ENSMUSG00000020621	0.999999
ENSMUSG00000020621	0.999999
ENSMUSG00000020621	0.999999
ENSMUSG00000020621	0.999999
ENSMUSG00000020621	0.999999
ENSMUSG00000020621	0.999999
ENSMUSG00000063727	1
ENSMUSG00000018583	0.999999
ENSMUSG00000018583	0.999999
ENSMUSG00000018583	0.999999
ENSMUSG00000018583	0.999999
ENSMUSG00000018583	0.999999
ENSMUSG00000018583	0.999999
ENSMUSG00000031703	0.999999
ENSMUSG00000031703	0.999999
ENSMUSG00000031703	0.999999
ENSMUSG00000031703	0.999999
ENSMUSG00000031703	0.999999
ENSMUSG00000031703	0.999999
ENSMUSG00000060509	1
ENSMUSG00000060509	1
ENSMUSG00000060509	1
ENSMUSG00000021418	1
ENSMUSG00000021418	1
ENSMUSG00000021418	1
ENSMUSG00000074623	0.999999
ENSMUSG00000074623	0.999999
ENSMUSG00000074623	0.999999
ENSMUSG00000074623	0.999999
ENSMUSG00000074623	0.999999
ENSMUSG00000074623	0.999999
ENSMUSG00000074623	0.999999
ENSMUSG00000074623	0.999999
ENSMUSG00000035047	1
ENSMUSG00000035047	1
ENSMUSG00000021578	1
ENSMUSG00000021578	1
ENSMUSG00000021578	1
ENSMUSG00000021578	1
ENSMUSG00000067878	1
ENSMUSG00000067878	1
ENSMUSG00000019984	1
ENSMUSG00000019984	1
ENSMUSG00000019984	1
ENSMUSG00000019984	1
ENSMUSG00000045573	1
ENSMUSG00000045573	1
ENSMUSG00000015966	0.999999
ENSMUSG00000015966	0.999999
ENSMUSG00000015966	0.999999
ENSMUSG00000015966	0.999999
ENSMUSG00000015966	0.999999
ENSMUSG00000015966	0.999999
ENSMUSG00000032264	1
ENSMUSG00000032264	1
ENSMUSG00000032264	1
ENSMUSG00000060807	1
ENSMUSG00000060807	1
ENSMUSG00000038872	0.999999
ENSMUSG00000038872	0.999999
ENSMUSG00000038872	0.999999
ENSMUSG00000038872	0.999999
ENSMUSG00000038872	0.999999
ENSMUSG00000038872	0.999999
ENSMUSG00000038872	0.999999
ENSMUSG00000024563	1
ENSMUSG00000024563	1
ENSMUSG00000024563	1
ENSMUSG00000024563	1
ENSMUSG00000024563	1
ENSMUSG00000024563	1
ENSMUSG00000024563	1
ENSMUSG00000024563	1
ENSMUSG00000024563	1
ENSMUSG00000024563	1
ENSMUSG00000024563	1
ENSMUSG00000024563	1
ENSMUSG00000024563	1
ENSMUSG00000030111	1
ENSMUSG00000002763	1
ENSMUSG00000020256	1
ENSMUSG00000020256	1
ENSMUSG00000055839	1
ENSMUSG00000055839	1
ENSMUSG00000026199	1
ENSMUSG00000052631	1
ENSMUSG00000021903	0.999999
ENSMUSG00000021903	0.999999
ENSMUSG00000021903	0.999999
ENSMUSG00000021903	0.999999
ENSMUSG00000021903	0.999999
ENSMUSG00000021903	0.999999
ENSMUSG00000027330	1
ENSMUSG00000024319	1
ENSMUSG00000024319	1
ENSMUSG00000094559	1
ENSMUSG00000041147	1
ENSMUSG00000036052	1
ENSMUSG00000036052	1
ENSMUSG00000036052	1
ENSMUSG00000002477	0.999999
ENSMUSG00000002477	0.999999
ENSMUSG00000002477	0.999999
ENSMUSG00000002477	0.999999
ENSMUSG00000002477	0.999999
ENSMUSG00000000134	1
ENSMUSG00000056706	1
ENSMUSG00000032735	1
ENSMUSG00000032735	1
ENSMUSG00000073002	1
ENSMUSG00000073002	1
ENSMUSG00000029862	0.999999
ENSMUSG00000029862	0.999999
ENSMUSG00000029862	0.999999
ENSMUSG00000029862	0.999999
